id,full_name,url,stars,forks,commits,open_issue,closed_issue,collaborators
231215857,emilianavt/OpenSeeFace,https://api.github.com/repos/emilianavt/OpenSeeFace,616,81,322,8,30,9
106061907,CSAILVision/semantic-segmentation-pytorch,https://api.github.com/repos/CSAILVision/semantic-segmentation-pytorch,4221,977,306,62,168,9
310815780,jalammar/ecco,https://api.github.com/repos/jalammar/ecco,1325,87,304,15,28,9
293719013,datamllab/tods,https://api.github.com/repos/datamllab/tods,528,76,303,53,12,9
398323511,dribnet/clipit,https://api.github.com/repos/dribnet/clipit,239,77,299,8,11,9
281323603,ignc-research/arena2D,https://api.github.com/repos/ignc-research/arena2D,16,13,288,2,1,9
10554151,Pinafore/cl1-hw,https://api.github.com/repos/Pinafore/cl1-hw,22,39,286,0,1,9
83503319,ncullen93/torchsample,https://api.github.com/repos/ncullen93/torchsample,1743,295,276,47,42,9
156611625,cpnota/autonomous-learning-library,https://api.github.com/repos/cpnota/autonomous-learning-library,543,59,271,26,52,9
184387399,HKUST-KnowComp/ASER,https://api.github.com/repos/HKUST-KnowComp/ASER,237,27,266,4,26,9
284577133,shaojinding/Adversarial-Many-to-Many-VC,https://api.github.com/repos/shaojinding/Adversarial-Many-to-Many-VC,26,12,241,2,1,9
337705016,fcakyon/yolov5-pip,https://api.github.com/repos/fcakyon/yolov5-pip,120,20,235,0,0,9
314949325,RUCAIBox/CRSLab,https://api.github.com/repos/RUCAIBox/CRSLab,304,63,210,4,36,9
156584278,geoopt/geoopt,https://api.github.com/repos/geoopt/geoopt,524,55,205,25,54,9
177059049,baowenbo/DAIN,https://api.github.com/repos/baowenbo/DAIN,7116,765,192,73,58,9
266846732,stanford-futuredata/ColBERT,https://api.github.com/repos/stanford-futuredata/ColBERT,415,108,191,16,128,9
395070308,gradsflow/gradsflow,https://api.github.com/repos/gradsflow/gradsflow,267,34,191,0,51,9
267506367,thunlp/OpenMatch,https://api.github.com/repos/thunlp/OpenMatch,393,44,176,5,34,9
83191570,thunlp/OpenNRE,https://api.github.com/repos/thunlp/OpenNRE,3495,980,166,5,352,9
272430903,idiap/fast-transformers,https://api.github.com/repos/idiap/fast-transformers,1091,119,164,29,77,9
173780568,mlhcmit/psets,https://api.github.com/repos/mlhcmit/psets,10,16,158,0,1,9
175702160,NVIDIA/retinanet-examples,https://api.github.com/repos/NVIDIA/retinanet-examples,793,251,155,28,283,9
265377155,MaximIntegratedAI/ai8x-training,https://api.github.com/repos/MaximIntegratedAI/ai8x-training,31,29,155,0,33,9
145103892,sovrasov/flops-counter.pytorch,https://api.github.com/repos/sovrasov/flops-counter.pytorch,1789,237,145,23,49,9
160727251,lufficc/SSD,https://api.github.com/repos/lufficc/SSD,1219,347,141,34,167,9
132042932,NVIDIA/tacotron2,https://api.github.com/repos/NVIDIA/tacotron2,3418,1033,134,153,363,9
169153301,microsoft/SpeciesClassification,https://api.github.com/repos/microsoft/SpeciesClassification,72,40,129,1,1,9
117273446,polyaxon/polyaxon-examples,https://api.github.com/repos/polyaxon/polyaxon-examples,61,24,128,0,0,9
149640348,torchgan/torchgan,https://api.github.com/repos/torchgan/torchgan,1253,155,126,20,29,9
169829890,HorizonRobotics/SocialRobot,https://api.github.com/repos/HorizonRobotics/SocialRobot,62,18,126,7,18,9
90388827,MorvanZhou/PyTorch-Tutorial,https://api.github.com/repos/MorvanZhou/PyTorch-Tutorial,6581,2953,121,23,47,9
159144725,kakao/khaiii,https://api.github.com/repos/kakao/khaiii,1218,251,120,2,76,9
91117406,zhanghang1989/PyTorch-Encoding,https://api.github.com/repos/zhanghang1989/PyTorch-Encoding,1871,431,118,143,206,9
106170611,thunlp/OpenKE,https://api.github.com/repos/thunlp/OpenKE,2905,866,114,10,349,9
137988610,salesforce/decaNLP,https://api.github.com/repos/salesforce/decaNLP,2260,431,110,7,33,9
279932796,microsoft/fastseq,https://api.github.com/repos/microsoft/fastseq,333,32,110,5,20,9
227720789,rosinality/stylegan2-pytorch,https://api.github.com/repos/rosinality/stylegan2-pytorch,1721,459,105,185,123,9
358458050,princeton-nlp/SimCSE,https://api.github.com/repos/princeton-nlp/SimCSE,1738,238,102,2,216,9
231969325,mit-han-lab/once-for-all,https://api.github.com/repos/mit-han-lab/once-for-all,1444,254,100,47,20,9
111204713,mrakgr/The-Spiral-Language,https://api.github.com/repos/mrakgr/The-Spiral-Language,837,22,7278,0,11,8
108300713,paninski-lab/yass,https://api.github.com/repos/paninski-lab/yass,49,14,1873,3,228,8
174234670,Sujit-O/pykg2vec,https://api.github.com/repos/Sujit-O/pykg2vec,417,95,1402,26,67,8
73559416,pyprob/pyprob,https://api.github.com/repos/pyprob/pyprob,365,50,1371,26,8,8
276785864,datawhalechina/easy-rl,https://api.github.com/repos/datawhalechina/easy-rl,3330,886,1102,42,72,8
39791887,noahbenson/neuropythy,https://api.github.com/repos/noahbenson/neuropythy,89,16,1075,2,19,8
197671887,microsoft/aerial_wildlife_detection,https://api.github.com/repos/microsoft/aerial_wildlife_detection,150,45,773,21,23,8
307506999,burstable-ai/burst,https://api.github.com/repos/burstable-ai/burst,133,13,772,60,96,8
203620157,yangheng95/PyABSA,https://api.github.com/repos/yangheng95/PyABSA,261,54,740,10,187,8
8485124,jacobeisenstein/gt-nlp-class,https://api.github.com/repos/jacobeisenstein/gt-nlp-class,4552,1018,693,1,25,8
348897374,Yale-LILY/SummerTime,https://api.github.com/repos/Yale-LILY/SummerTime,166,17,686,16,35,8
210150965,oxai/deepsaber,https://api.github.com/repos/oxai/deepsaber,96,17,682,6,1,8
351803398,l3das/L3DAS21,https://api.github.com/repos/l3das/L3DAS21,25,10,664,0,1,8
82718394,m2dsupsdlclass/lectures-labs,https://api.github.com/repos/m2dsupsdlclass/lectures-labs,1275,613,624,2,3,8
277270178,msnh2012/Msnhnet,https://api.github.com/repos/msnh2012/Msnhnet,568,110,605,1,20,8
118517740,cosanlab/py-feat,https://api.github.com/repos/cosanlab/py-feat,98,32,605,9,90,8
207961379,SJTMusicTeam/SVS_system,https://api.github.com/repos/SJTMusicTeam/SVS_system,70,18,602,1,0,8
138796699,dbolya/yolact,https://api.github.com/repos/dbolya/yolact,4134,1119,563,375,382,8
168538768,D-X-Y/AutoDL-Projects,https://api.github.com/repos/D-X-Y/AutoDL-Projects,1334,264,543,12,107,8
199449624,x4nth055/pythoncode-tutorials,https://api.github.com/repos/x4nth055/pythoncode-tutorials,977,1147,508,16,38,8
246685229,AutodeskAILab/Fusion360GalleryDataset,https://api.github.com/repos/AutodeskAILab/Fusion360GalleryDataset,182,21,491,3,27,8
296701490,mlflow/mlflow-torchserve,https://api.github.com/repos/mlflow/mlflow-torchserve,42,13,478,3,1,8
146816984,AlexandrovLab/SigProfilerExtractor,https://api.github.com/repos/AlexandrovLab/SigProfilerExtractor,85,32,435,1,152,8
289262638,Arthur151/ROMP,https://api.github.com/repos/Arthur151/ROMP,577,107,334,126,270,8
358309989,noegroup/bgflow,https://api.github.com/repos/noegroup/bgflow,40,13,333,10,7,8
362533229,CLUEbenchmark/FewCLUE,https://api.github.com/repos/CLUEbenchmark/FewCLUE,255,38,302,9,5,8
155637781,declare-lab/conv-emotion,https://api.github.com/repos/declare-lab/conv-emotion,861,255,293,0,0,8
310271441,aws-samples/amazon-sagemaker-local-mode,https://api.github.com/repos/aws-samples/amazon-sagemaker-local-mode,86,22,293,6,12,8
230705617,minimaxir/aitextgen,https://api.github.com/repos/minimaxir/aitextgen,1351,146,286,115,74,8
290998762,SAP/machine-learning-lab,https://api.github.com/repos/SAP/machine-learning-lab,54,17,286,0,7,8
206106232,hukkelas/DeepPrivacy,https://api.github.com/repos/hukkelas/DeepPrivacy,1068,172,262,2,41,8
204038813,mikeizbicki/cmc-csci145-math166,https://api.github.com/repos/mikeizbicki/cmc-csci145-math166,13,22,259,10,111,8
195163185,MILVLG/openvqa,https://api.github.com/repos/MILVLG/openvqa,248,49,254,4,23,8
128710436,huaweicloud/dls-example,https://api.github.com/repos/huaweicloud/dls-example,45,62,250,3,29,8
287819520,divelab/MoleculeX,https://api.github.com/repos/divelab/MoleculeX,97,15,249,4,4,8
248501097,huawei-noah/trustworthyAI,https://api.github.com/repos/huawei-noah/trustworthyAI,385,89,244,14,40,8
171795571,ShusenTang/Dive-into-DL-PyTorch,https://api.github.com/repos/ShusenTang/Dive-into-DL-PyTorch,14535,4685,241,72,74,8
299839059,neuralhydrology/neuralhydrology,https://api.github.com/repos/neuralhydrology/neuralhydrology,134,61,239,0,29,8
300361193,persiannlp/parsinlu,https://api.github.com/repos/persiannlp/parsinlu,78,10,233,2,8,8
144457787,belskikh/kekas,https://api.github.com/repos/belskikh/kekas,181,20,219,2,20,8
232876381,lucidrains/stylegan2-pytorch,https://api.github.com/repos/lucidrains/stylegan2-pytorch,2795,470,210,120,134,8
151546733,flaport/fdtd,https://api.github.com/repos/flaport/fdtd,156,66,206,20,30,8
279044554,grimoire/mmdetection-to-tensorrt,https://api.github.com/repos/grimoire/mmdetection-to-tensorrt,478,75,204,59,42,8
139183633,amzn/xfer,https://api.github.com/repos/amzn/xfer,240,51,200,3,9,8
94317993,jadore801120/attention-is-all-you-need-pytorch,https://api.github.com/repos/jadore801120/attention-is-all-you-need-pytorch,6246,1570,196,55,115,8
190427007,rasbt/deeplearning-models,https://api.github.com/repos/rasbt/deeplearning-models,14808,3675,194,4,24,8
130474497,eriklindernoren/PyTorch-GAN,https://api.github.com/repos/eriklindernoren/PyTorch-GAN,11356,3243,193,101,47,8
252482107,deterministic-algorithms-lab/Cross-Lingual-Voice-Cloning,https://api.github.com/repos/deterministic-algorithms-lab/Cross-Lingual-Voice-Cloning,199,37,192,6,7,8
255534819,microsoft/ContextualSP,https://api.github.com/repos/microsoft/ContextualSP,173,33,187,3,19,8
112279899,POSTECH-IMLAB/PIMNet_External_Environment_Recognition,https://api.github.com/repos/POSTECH-IMLAB/PIMNet_External_Environment_Recognition,18,25,184,0,12,8
264975998,JCBrouwer/maua-stylegan2,https://api.github.com/repos/JCBrouwer/maua-stylegan2,132,21,180,1,13,8
139158036,cleardusk/3DDFA,https://api.github.com/repos/cleardusk/3DDFA,3188,617,177,55,151,8
340127882,terrierteam/pyterrier_colbert,https://api.github.com/repos/terrierteam/pyterrier_colbert,25,17,168,8,24,8
262630066,greentfrapp/lucent,https://api.github.com/repos/greentfrapp/lucent,435,55,166,15,12,8
94167466,microsoft/O-CNN,https://api.github.com/repos/microsoft/O-CNN,536,154,160,1,145,8
183457746,MTG/mtg-jamendo-dataset,https://api.github.com/repos/MTG/mtg-jamendo-dataset,125,20,145,4,14,8
182106341,VainF/pytorch-msssim,https://api.github.com/repos/VainF/pytorch-msssim,410,70,141,18,16,8
392708700,RL-VIG/LibFewShot,https://api.github.com/repos/RL-VIG/LibFewShot,487,87,139,0,48,8
361538358,microsoft/PythonProgrammingPuzzles,https://api.github.com/repos/microsoft/PythonProgrammingPuzzles,782,73,135,13,0,8
314221459,wimlds-trojmiasto/detect-waste,https://api.github.com/repos/wimlds-trojmiasto/detect-waste,58,17,133,2,10,8
80216474,ClementPinard/FlowNetPytorch,https://api.github.com/repos/ClementPinard/FlowNetPytorch,707,177,132,4,97,8
180675319,foodkg/foodkg.github.io,https://api.github.com/repos/foodkg/foodkg.github.io,46,20,132,8,5,8
341667682,aws/amazon-s3-plugin-for-pytorch,https://api.github.com/repos/aws/amazon-s3-plugin-for-pytorch,109,14,130,3,18,8
77572740,sameersingh/uci-statnlp,https://api.github.com/repos/sameersingh/uci-statnlp,13,66,128,0,0,8
418159211,ShiqiYu/OpenGait,https://api.github.com/repos/ShiqiYu/OpenGait,212,40,126,8,96,8
257169542,DeepMotionEditing/deep-motion-editing,https://api.github.com/repos/DeepMotionEditing/deep-motion-editing,917,161,109,52,138,8
206295259,huawei-noah/Efficient-Computing,https://api.github.com/repos/huawei-noah/Efficient-Computing,464,104,106,5,31,8
104037669,sanghyun-son/EDSR-PyTorch,https://api.github.com/repos/sanghyun-son/EDSR-PyTorch,1829,601,105,123,206,8
340219153,Unity-Technologies/Robotics-Object-Pose-Estimation,https://api.github.com/repos/Unity-Technologies/Robotics-Object-Pose-Estimation,119,38,102,5,26,8
117295639,ellisk42/ec,https://api.github.com/repos/ellisk42/ec,284,89,2132,20,9,7
285689796,TuragaLab/DECODE,https://api.github.com/repos/TuragaLab/DECODE,40,14,1484,29,92,7
198590691,cnr-isti-vclab/TagLab,https://api.github.com/repos/cnr-isti-vclab/TagLab,32,16,1370,18,17,7
161183046,ria-com/nomeroff-net,https://api.github.com/repos/ria-com/nomeroff-net,346,124,1315,10,113,7
209618556,IBM/mcas,https://api.github.com/repos/IBM/mcas,46,14,1302,10,30,7
157845016,labmlai/labml,https://api.github.com/repos/labmlai/labml,1010,73,1284,16,17,7
180608802,sacdallago/bio_embeddings,https://api.github.com/repos/sacdallago/bio_embeddings,209,29,1282,44,150,7
144964647,nginyc/rafiki,https://api.github.com/repos/nginyc/rafiki,29,23,1065,38,66,7
166056696,traja-team/traja,https://api.github.com/repos/traja-team/traja,52,20,980,32,28,7
108806333,jpuigcerver/PyLaia,https://api.github.com/repos/jpuigcerver/PyLaia,90,23,894,5,31,7
257801423,cap-ntu/ML-Model-CI,https://api.github.com/repos/cap-ntu/ML-Model-CI,157,27,843,26,91,7
404457914,uberduck-ai/uberduck-ml-dev,https://api.github.com/repos/uberduck-ai/uberduck-ml-dev,176,18,833,0,14,7
129949110,ucbrise/flor,https://api.github.com/repos/ucbrise/flor,112,18,812,14,52,7
86787427,scanner-research/esper-tv,https://api.github.com/repos/scanner-research/esper-tv,37,10,790,14,76,7
72246405,empirical-org/Quill-NLP-Tools-and-Datasets,https://api.github.com/repos/empirical-org/Quill-NLP-Tools-and-Datasets,46,10,777,2,62,7
164046740,ZhaoJ9014/face.evoLVe,https://api.github.com/repos/ZhaoJ9014/face.evoLVe,2779,690,746,84,94,7
124822342,huseinzol05/malaya,https://api.github.com/repos/huseinzol05/malaya,296,102,721,2,106,7
131621053,TrustAI/DeepConcolic,https://api.github.com/repos/TrustAI/DeepConcolic,97,39,618,4,9,7
129109322,lcswillems/rl-starter-files,https://api.github.com/repos/lcswillems/rl-starter-files,419,135,495,8,44,7
186662030,sigsep/open-unmix-pytorch,https://api.github.com/repos/sigsep/open-unmix-pytorch,758,142,487,18,53,7
171916966,gnina/libmolgrid,https://api.github.com/repos/gnina/libmolgrid,90,35,482,16,57,7
90640689,A2Zadeh/CMU-MultimodalSDK,https://api.github.com/repos/A2Zadeh/CMU-MultimodalSDK,545,156,474,68,267,7
120153084,jinfagang/alfred,https://api.github.com/repos/jinfagang/alfred,579,107,467,10,14,7
320555333,DCASE-REPO/DESED_task,https://api.github.com/repos/DCASE-REPO/DESED_task,36,11,462,8,21,7
221174472,NNgen/nngen,https://api.github.com/repos/NNgen/nngen,186,25,439,24,12,7
191442873,spoonsso/dannce,https://api.github.com/repos/spoonsso/dannce,107,19,421,15,92,7
148169964,dataflowr/notebooks,https://api.github.com/repos/dataflowr/notebooks,569,203,420,0,1,7
119117734,ANRGUSC/Jupiter,https://api.github.com/repos/ANRGUSC/Jupiter,18,15,405,15,3,7
113344558,CEA-COSMIC/ModOpt,https://api.github.com/repos/CEA-COSMIC/ModOpt,20,15,396,18,43,7
228203350,VainF/Torch-Pruning,https://api.github.com/repos/VainF/Torch-Pruning,443,89,388,62,25,7
163487352,lsds/KungFu,https://api.github.com/repos/lsds/KungFu,256,46,383,3,41,7
255074156,ayoolaolafenwa/PixelLib,https://api.github.com/repos/ayoolaolafenwa/PixelLib,684,170,368,74,71,7
252220236,autonlab/auton-survival,https://api.github.com/repos/autonlab/auton-survival,88,22,355,24,23,7
207262379,ebennequin/FewShotVision,https://api.github.com/repos/ebennequin/FewShotVision,80,15,353,3,0,7
180380038,xinntao/EDVR,https://api.github.com/repos/xinntao/EDVR,1284,303,349,121,78,7
321659062,iperov/DeepFaceLive,https://api.github.com/repos/iperov/DeepFaceLive,2790,461,320,1,103,7
225545436,datawhalechina/competition-baseline,https://api.github.com/repos/datawhalechina/competition-baseline,2661,802,315,0,18,7
199716757,lightaime/deep_gcns_torch,https://api.github.com/repos/lightaime/deep_gcns_torch,854,122,312,5,53,7
142577747,kumar-shridhar/PyTorch-BayesianCNN,https://api.github.com/repos/kumar-shridhar/PyTorch-BayesianCNN,975,255,308,15,45,7
199718903,OpenBioLink/OpenBioLink,https://api.github.com/repos/OpenBioLink/OpenBioLink,83,12,294,9,49,7
195020985,PacktPublishing/Deep-Reinforcement-Learning-Hands-On-Second-Edition,https://api.github.com/repos/PacktPublishing/Deep-Reinforcement-Learning-Hands-On-Second-Edition,562,307,290,13,24,7
175218187,thu-coai/tatk,https://api.github.com/repos/thu-coai/tatk,77,26,273,19,9,7
217151325,yahoo/object_relation_transformer,https://api.github.com/repos/yahoo/object_relation_transformer,143,39,269,11,3,7
198694912,MrGiovanni/ModelsGenesis,https://api.github.com/repos/MrGiovanni/ModelsGenesis,526,123,264,24,30,7
325742349,jidiai/ai_lib,https://api.github.com/repos/jidiai/ai_lib,87,74,264,2,0,7
128981809,neptune-ai/open-solution-mapping-challenge,https://api.github.com/repos/neptune-ai/open-solution-mapping-challenge,332,84,263,54,99,7
207421218,facebookresearch/mvfst-rl,https://api.github.com/repos/facebookresearch/mvfst-rl,125,28,259,0,31,7
379902707,PersiaML/PERSIA,https://api.github.com/repos/PersiaML/PERSIA,260,28,251,0,40,7
88444621,SerpentAI/SerpentAI,https://api.github.com/repos/SerpentAI/SerpentAI,6173,726,250,0,0,7
219441774,layumi/University1652-Baseline,https://api.github.com/repos/layumi/University1652-Baseline,286,40,250,10,8,7
405647009,cure-lab/SCINet,https://api.github.com/repos/cure-lab/SCINet,148,39,245,13,44,7
221721146,zyfra/ebonite,https://api.github.com/repos/zyfra/ebonite,196,12,243,3,1,7
166499614,traveller59/spconv,https://api.github.com/repos/traveller59/spconv,853,243,239,37,510,7
344459273,CVMI-Lab/ST3D,https://api.github.com/repos/CVMI-Lab/ST3D,171,19,238,1,67,7
341748701,whai362/PVT,https://api.github.com/repos/whai362/PVT,1036,157,233,30,69,7
227495032,askforalfred/alfred,https://api.github.com/repos/askforalfred/alfred,145,45,226,15,114,7
308669666,backprop-ai/backprop,https://api.github.com/repos/backprop-ai/backprop,222,12,219,5,4,7
137543252,daniilidis-group/neural_renderer,https://api.github.com/repos/daniilidis-group/neural_renderer,929,188,216,57,54,7
222942821,QUVA-Lab/e2cnn,https://api.github.com/repos/QUVA-Lab/e2cnn,352,39,187,3,53,7
106852380,probtorch/probtorch,https://api.github.com/repos/probtorch/probtorch,824,65,182,9,13,7
282013769,phuselab/pyVHR,https://api.github.com/repos/phuselab/pyVHR,149,52,182,4,54,7
74135964,Ghadjeres/DeepBach,https://api.github.com/repos/Ghadjeres/DeepBach,439,116,180,19,44,7
146885631,pranz24/pytorch-soft-actor-critic,https://api.github.com/repos/pranz24/pytorch-soft-actor-critic,461,120,168,10,22,7
328592980,ayukat1016/gan_sample,https://api.github.com/repos/ayukat1016/gan_sample,54,11,164,3,10,7
248953490,Diyago/GAN-for-tabular-data,https://api.github.com/repos/Diyago/GAN-for-tabular-data,250,41,159,0,31,7
253174827,MILVLG/bottom-up-attention.pytorch,https://api.github.com/repos/MILVLG/bottom-up-attention.pytorch,187,63,152,9,68,7
173100082,VainF/DeepLabV3Plus-Pytorch,https://api.github.com/repos/VainF/DeepLabV3Plus-Pytorch,672,191,149,54,36,7
332821674,stanleybak/vnncomp2021,https://api.github.com/repos/stanleybak/vnncomp2021,31,15,148,3,0,7
279181819,datawhalechina/team-learning-nlp,https://api.github.com/repos/datawhalechina/team-learning-nlp,428,196,147,3,3,7
96553587,facebookresearch/SparseConvNet,https://api.github.com/repos/facebookresearch/SparseConvNet,1603,284,145,41,175,7
321261508,FedML-AI/FedCV,https://api.github.com/repos/FedML-AI/FedCV,47,18,142,6,1,7
331706754,trailofbits/fickling,https://api.github.com/repos/trailofbits/fickling,111,15,142,6,8,7
320250939,tensorly/torch,https://api.github.com/repos/tensorly/torch,28,10,142,3,12,7
188844545,microsoft/MASS,https://api.github.com/repos/microsoft/MASS,1042,201,140,61,112,7
448398954,lucidrains/RETRO-pytorch,https://api.github.com/repos/lucidrains/RETRO-pytorch,218,20,139,10,15,7
189778669,maestro-project/maestro,https://api.github.com/repos/maestro-project/maestro,79,26,138,11,8,7
332904555,lpcvai/21LPCVC-UAV_VIdeo_Track-Sample-Solution,https://api.github.com/repos/lpcvai/21LPCVC-UAV_VIdeo_Track-Sample-Solution,24,13,138,0,0,7
248599803,pranjaldatta/PyVision,https://api.github.com/repos/pranjaldatta/PyVision,27,12,137,1,9,7
130369068,KDD-OpenSource/DeepADoTS,https://api.github.com/repos/KDD-OpenSource/DeepADoTS,420,95,135,10,70,7
201605934,VITA-Group/DeblurGANv2,https://api.github.com/repos/VITA-Group/DeblurGANv2,716,194,133,59,61,7
97165046,numenta/htmpapers,https://api.github.com/repos/numenta/htmpapers,253,68,130,2,5,7
312733871,ZexinChen/AlphaTracker,https://api.github.com/repos/ZexinChen/AlphaTracker,24,10,130,15,5,7
185307088,lettucecfd/lettuce,https://api.github.com/repos/lettucecfd/lettuce,65,16,126,12,16,7
259991778,openai/jukebox,https://api.github.com/repos/openai/jukebox,4981,794,124,164,70,7
224678136,JoHof/lungmask,https://api.github.com/repos/JoHof/lungmask,374,112,122,9,44,7
421287763,NERSC/sc21-dl-tutorial,https://api.github.com/repos/NERSC/sc21-dl-tutorial,12,10,122,0,0,7
257541337,thuiar/MMSA,https://api.github.com/repos/thuiar/MMSA,177,35,121,14,39,7
156181088,masa-su/pixyzoo,https://api.github.com/repos/masa-su/pixyzoo,91,17,121,4,1,7
430211159,threedle/text2mesh,https://api.github.com/repos/threedle/text2mesh,298,39,113,18,6,7
288775532,j-marple-dev/model_compression,https://api.github.com/repos/j-marple-dev/model_compression,196,19,107,2,8,7
241830209,KaihuaTang/Scene-Graph-Benchmark.pytorch,https://api.github.com/repos/KaihuaTang/Scene-Graph-Benchmark.pytorch,667,156,106,105,76,7
103009093,hirofumi0810/neural_sp,https://api.github.com/repos/hirofumi0810/neural_sp,523,127,3218,44,45,6
155687643,SimonBlanke/Hyperactive,https://api.github.com/repos/SimonBlanke/Hyperactive,368,32,2205,9,44,6
48189266,LBL-EESA/TECA,https://api.github.com/repos/LBL-EESA/TECA,32,19,1960,132,262,6
348154786,mir-group/nequip,https://api.github.com/repos/mir-group/nequip,139,23,1667,9,37,6
109972425,MIC-DKFZ/TractSeg,https://api.github.com/repos/MIC-DKFZ/TractSeg,129,50,1169,23,199,6
191459368,herobd/Visual-Template-Free-Form-Parsing,https://api.github.com/repos/herobd/Visual-Template-Free-Form-Parsing,75,25,1158,7,4,6
114683429,StanfordVL/GibsonEnv,https://api.github.com/repos/StanfordVL/GibsonEnv,716,128,1156,42,68,6
225537951,Bluefog-Lib/bluefog,https://api.github.com/repos/Bluefog-Lib/bluefog,253,58,1093,26,31,6
214004797,krisrs1128/glacier_mapping,https://api.github.com/repos/krisrs1128/glacier_mapping,17,14,1072,3,6,6
175851515,BloodAxe/pytorch-toolbelt,https://api.github.com/repos/BloodAxe/pytorch-toolbelt,1200,90,1067,1,24,6
315330275,n00mkrad/flowframes,https://api.github.com/repos/n00mkrad/flowframes,426,36,1013,94,89,6
118007580,araffin/robotics-rl-srl,https://api.github.com/repos/araffin/robotics-rl-srl,503,85,962,15,10,6
103628574,beer-asr/beer,https://api.github.com/repos/beer-asr/beer,45,22,915,4,9,6
227199576,pmusau17/Platooning-F1Tenth,https://api.github.com/repos/pmusau17/Platooning-F1Tenth,19,16,909,0,0,6
252859599,drorlab/atom3d,https://api.github.com/repos/drorlab/atom3d,163,16,798,17,39,6
276474742,GRAAL-Research/deepparse,https://api.github.com/repos/GRAAL-Research/deepparse,101,17,784,0,80,6
93446064,eleurent/rl-agents,https://api.github.com/repos/eleurent/rl-agents,319,92,774,24,52,6
184673734,NHERI-SimCenter/BRAILS,https://api.github.com/repos/NHERI-SimCenter/BRAILS,22,15,769,1,5,6
181012957,themattinthehatt/behavenet,https://api.github.com/repos/themattinthehatt/behavenet,37,11,706,1,12,6
116663163,quanpn90/NMTGMinor,https://api.github.com/repos/quanpn90/NMTGMinor,72,31,677,3,6,6
117819602,yoshida-lab/XenonPy,https://api.github.com/repos/yoshida-lab/XenonPy,82,48,675,15,66,6
275752332,johnjim0816/rl-tutorials,https://api.github.com/repos/johnjim0816/rl-tutorials,40,19,666,2,4,6
316361368,FedML-AI/FedNLP,https://api.github.com/repos/FedML-AI/FedNLP,193,30,628,14,20,6
224156972,brunnurs/valuenet,https://api.github.com/repos/brunnurs/valuenet,40,21,625,11,6,6
136951823,delve-team/delve,https://api.github.com/repos/delve-team/delve,70,12,529,2,18,6
104973687,mila-iqia/myia,https://api.github.com/repos/mila-iqia/myia,421,40,496,25,24,6
153560356,rpryzant/neutralizing-bias,https://api.github.com/repos/rpryzant/neutralizing-bias,152,41,474,0,10,6
132661416,RasmussenLab/vamb,https://api.github.com/repos/RasmussenLab/vamb,136,32,441,13,118,6
168733444,inisis/brocolli,https://api.github.com/repos/inisis/brocolli,166,30,437,0,34,6
290686772,asahi417/tner,https://api.github.com/repos/asahi417/tner,143,16,435,14,25,6
77873475,floydhub/dockerfiles,https://api.github.com/repos/floydhub/dockerfiles,160,55,413,5,14,6
227979887,voldemortX/pytorch-auto-drive,https://api.github.com/repos/voldemortX/pytorch-auto-drive,187,27,397,30,59,6
81545744,ruotianluo/ImageCaptioning.pytorch,https://api.github.com/repos/ruotianluo/ImageCaptioning.pytorch,1148,357,396,79,84,6
90339318,ruotianluo/self-critical.pytorch,https://api.github.com/repos/ruotianluo/self-critical.pytorch,832,271,395,81,191,6
91822659,dbpedia/embeddings,https://api.github.com/repos/dbpedia/embeddings,72,18,390,0,3,6
175305311,INK-USC/AlpacaTag,https://api.github.com/repos/INK-USC/AlpacaTag,124,22,376,14,3,6
190229504,digantamisra98/Echo,https://api.github.com/repos/digantamisra98/Echo,136,30,368,0,1,6
276333297,pkuxmq/Invertible-Image-Rescaling,https://api.github.com/repos/pkuxmq/Invertible-Image-Rescaling,495,72,360,27,17,6
160665326,vqdang/hover_net,https://api.github.com/repos/vqdang/hover_net,203,109,358,35,186,6
132604829,TurkuNLP/Turku-neural-parser-pipeline,https://api.github.com/repos/TurkuNLP/Turku-neural-parser-pipeline,91,23,331,10,21,6
127788906,natolambert/dynamicslearn,https://api.github.com/repos/natolambert/dynamicslearn,36,17,315,6,4,6
138821020,eric612/MobileNet-YOLO,https://api.github.com/repos/eric612/MobileNet-YOLO,862,456,313,145,118,6
178318753,williamSYSU/TextGAN-PyTorch,https://api.github.com/repos/williamSYSU/TextGAN-PyTorch,620,171,309,33,28,6
309365805,THUDM/HGB,https://api.github.com/repos/THUDM/HGB,117,18,306,21,10,6
143249816,alibaba/ai-matrix,https://api.github.com/repos/alibaba/ai-matrix,165,74,299,10,4,6
289328207,broadinstitute/Tangram,https://api.github.com/repos/broadinstitute/Tangram,85,20,299,23,33,6
257203487,gkaissis/PriMIA,https://api.github.com/repos/gkaissis/PriMIA,100,17,299,0,21,6
151455184,Tobias-Fischer/rt_gene,https://api.github.com/repos/Tobias-Fischer/rt_gene,238,53,298,0,81,6
262789449,SforAiDl/KD_Lib,https://api.github.com/repos/SforAiDl/KD_Lib,352,31,298,13,49,6
224054803,facebookresearch/vilbert-multi-task,https://api.github.com/repos/facebookresearch/vilbert-multi-task,632,146,295,60,26,6
194144428,IBM/depiction,https://api.github.com/repos/IBM/depiction,38,21,285,5,24,6
108382147,fgnt/nara_wpe,https://api.github.com/repos/fgnt/nara_wpe,328,141,266,9,29,6
